age,earnings,industry,home_geoid,work_geoid
low,mid,goods_prod,060816118001,060816091001
high,high,goods_prod,060816118001,060816091001
high,mid,other,060816118001,060816091002
mid,mid,trade_trans_util,060816118001,060816091002
low,mid,trade_trans_util,060816118001,060816091002
mid,mid,trade_trans_util,060816118001,060816091002
low,mid,trade_trans_util,060816118001,060816091002
low,high,other,060816118001,060816091002
mid,low,trade_trans_util,060816118001,060816091002
high,mid,trade_trans_util,060816118001,060816091002
mid,high,trade_trans_util,060816118001,060816091002
low,high,trade_trans_util,060816118001,060816091002
low,mid,trade_trans_util,060816118001,060816091002
mid,mid,trade_trans_util,060816118001,060816091002
low,high,trade_trans_util,060816118001,060816091002
mid,high,trade_trans_util,060816118001,060816091002
low,mid,other,060816118001,060816092012
low,high,other,060816118001,060816092012
mid,low,other,060816118001,060816092021
high,mid,other,060816118001,060816092022
high,mid,other,060816118001,060816092022
mid,high,goods_prod,060816118001,060816093002
mid,mid,other,060816118001,060816094001
low,mid,other,060816118001,060816094001
low,low,other,060816118001,060816100001
low,high,other,060816118001,060816100001
mid,high,other,060816118001,060816102011
mid,high,goods_prod,060816118001,060816102011
high,high,other,060816118001,060816102011
high,high,goods_prod,060816118001,060816102011
high,high,other,060816118001,060816102011
high,mid,other,060816118001,060816102012
low,high,other,060816118001,060816102014
low,high,goods_prod,060816118001,060816102014
mid,high,goods_prod,060816118001,060816102014
low,high,goods_prod,060816118001,060816102014
mid,high,other,060816118001,060816102014
mid,high,other,060816118001,060816102014
mid,low,other,060816118001,060816102021
low,mid,trade_trans_util,060816118001,060816102021
mid,high,other,060816118001,060816102021
low,high,goods_prod,060816118001,060816102021
mid,mid,other,060816118001,060816102021
high,high,other,060816118001,060816102021
low,mid,other,060816118001,060816102021
mid,high,other,060816118001,060816102021
mid,high,other,060816118001,060816102021
low,high,other,060816118001,060816102021
low,high,other,060816118001,060816102021
mid,high,other,060816118001,060816102021
low,high,trade_trans_util,060816118001,060816102021
mid,high,goods_prod,060816118001,060816102021
mid,high,goods_prod,060816118001,060816102021
mid,high,other,060816118001,060816102021
mid,high,other,060816118001,060816102021
high,mid,other,060816118001,060816102021
mid,high,other,060816118001,060816102021
mid,mid,goods_prod,060816118001,060816102021
mid,high,goods_prod,060816118001,060816102021
high,mid,trade_trans_util,060816118001,060816102031
high,mid,trade_trans_util,060816118001,060816102031
mid,high,trade_trans_util,060816118001,060816103021
mid,high,goods_prod,060816118001,060816103021
mid,high,goods_prod,060816118001,060816103021
mid,low,trade_trans_util,060816118001,060816103021
mid,high,goods_prod,060816118001,060816103021
mid,high,goods_prod,060816118001,060816103021
high,high,trade_trans_util,060816118001,060816103021
mid,high,trade_trans_util,060816118001,060816103021
mid,high,goods_prod,060816118001,060816103021
mid,high,other,060816118001,060816103042
high,high,other,060816118001,060816103042
high,mid,trade_trans_util,060816118001,060816103042
mid,high,trade_trans_util,060816118001,060816103042
high,mid,trade_trans_util,060816118001,060816103042
low,mid,other,060816118001,060816105001
high,mid,other,060816118001,060816105001
mid,low,other,060816118001,060816105001
mid,mid,other,060816118001,060816105001
mid,mid,other,060816118001,060816106013
low,low,other,060816118001,060816106023
mid,low,other,060816118001,060816107001
mid,low,other,060816118001,060816107002
low,low,other,060816118001,060816108001
low,mid,other,060816118001,060816108002
mid,high,other,060816118001,060816111003
low,high,other,060816118001,060816112001
mid,mid,other,060816118001,060816113002
mid,mid,other,060816118001,060816113002
mid,mid,other,060816118001,060816114001
mid,low,other,060816118001,060816114004
low,high,other,060816118001,060816115001
high,low,other,060816118001,060816115001
low,low,other,060816118001,060816115001
low,mid,other,060816118001,060816116001
low,mid,other,060816118001,060816117001
high,mid,other,060816118001,060816117001
mid,mid,other,060816118001,060816117001
mid,mid,other,060816118001,060816117002
mid,mid,trade_trans_util,060816118001,060816117003
mid,high,other,060816118001,060816117004
mid,high,trade_trans_util,060816118001,060816117004
mid,high,other,060816118001,060816117004
mid,high,other,060816118001,060816117004
mid,high,other,060816118001,060816117004
low,high,other,060816118001,060816117004
low,high,other,060816118001,060816117004
mid,high,other,060816118001,060816117004
mid,high,other,060816118001,060816117004
high,high,other,060816118001,060816117004
mid,high,other,060816118001,060816117004
mid,high,other,060816118001,060816117004
mid,high,goods_prod,060816118001,060816117004
low,high,goods_prod,060816118001,060816117004
mid,high,other,060816118001,060816117004
mid,high,other,060816118001,060816117004
low,high,other,060816118001,060816117004
high,high,other,060816118001,060816117004
low,high,other,060816118001,060816117004
mid,high,other,060816118001,060816118001
high,mid,other,060816118001,060816118001
high,high,goods_prod,060816118001,060816118001
low,high,other,060816118001,060816118001
mid,mid,other,060816118001,060816118001
high,low,other,060816118001,060816118001
mid,mid,other,060816118001,060816118001
high,mid,other,060816118001,060816118001
mid,high,other,060816118001,060816118001
mid,low,other,060816118001,060816118001
high,high,other,060816118001,060816118001
mid,high,goods_prod,060816118001,060816118001
high,low,other,060816118001,060816118001
low,mid,other,060816118001,060816118001
low,high,other,060816118001,060816118001
mid,low,other,060816118001,060816118001
high,high,goods_prod,060816118001,060816118001
mid,mid,goods_prod,060816118001,060816118001
high,low,other,060816118001,060816118001
mid,mid,other,060816118001,060816118001
mid,mid,trade_trans_util,060816118001,060816118001
mid,high,goods_prod,060816118001,060816118001
high,high,other,060816118001,060816118001
low,mid,other,060816118001,060816118001
mid,high,goods_prod,060816118001,060816118001
mid,low,trade_trans_util,060816118001,060816118001
mid,high,other,060816118001,060816118001
mid,mid,other,060816118001,060816118001
mid,high,other,060816118001,060816118001
mid,high,other,060816118001,060816118001
high,high,goods_prod,060816118001,060816118001
mid,low,goods_prod,060816118001,060816118001
mid,mid,other,060816118001,060816118001
high,low,other,060816118001,060816118001
mid,high,other,060816118001,060816118001
low,high,goods_prod,060816118001,060816118001
mid,high,other,060816118001,060816118001
high,mid,other,060816118001,060816118001
high,low,other,060816118001,060816118001
low,high,other,060816118001,060816118001
high,low,other,060816118001,060816118001
mid,mid,other,060816118001,060816118001
mid,high,other,060816118001,060816118001
mid,mid,other,060816118001,060816118001
high,high,other,060816118001,060816118001
mid,high,other,060816118001,060816118001
high,low,other,060816118001,060816118002
mid,mid,other,060816118001,060816118002
mid,mid,other,060816118001,060816118002
mid,high,other,060816118001,060816118002
high,mid,other,060816118001,060816118002
high,high,other,060816118001,060816118002
mid,mid,other,060816118001,060816118002
mid,high,other,060816118001,060816118002
low,mid,other,060816118001,060816119001
mid,low,other,060816118001,060816119001
low,low,other,060816118001,060816119001
mid,high,other,060816118001,060816119002
high,mid,other,060816118001,060816119004
mid,mid,other,060816118001,060816119005
mid,low,other,060816118001,060816119005
mid,low,other,060816118001,060816119005
mid,low,other,060816118001,060816119005
mid,low,other,060816118001,060816119005
low,mid,trade_trans_util,060816118001,060816120001
mid,mid,other,060816118001,060816120001
mid,mid,other,060816118001,060816120001
high,low,other,060816118001,060816120002
high,mid,other,060816118001,060816120003
low,mid,other,060816118001,060816120003
high,high,other,060816118001,060816120004
low,mid,other,060816118001,060816120004
high,high,other,060816118001,060816120004
mid,high,other,060816118001,060816120004
high,mid,other,060816118001,060816120004
mid,high,other,060816118001,060816120004
low,high,other,060816118001,060816120004
high,high,other,060816118001,060816120004
mid,high,other,060816118001,060816120004
high,mid,other,060816118001,060816121003
mid,mid,other,060816118001,060816121004
mid,high,trade_trans_util,060816118001,060816121005
low,mid,trade_trans_util,060816118001,060816121005
mid,high,trade_trans_util,060816118001,060816121005
mid,mid,trade_trans_util,060816118001,060816121005
high,mid,trade_trans_util,060816118001,060816121005
low,mid,other,060816118001,060816125002
low,low,other,060816118001,060816125003
low,low,other,060816118001,060816125003
low,low,other,060816118001,060816125003
mid,high,other,060816118001,060816125003
low,low,other,060816118001,060816125003
low,low,other,060816118001,060816125003
low,low,other,060816118001,060816125003
mid,mid,other,060816118001,060816126003
mid,high,goods_prod,060816118001,060816126003
mid,high,trade_trans_util,060816118001,060816128001
mid,mid,other,060816118001,060816128002
mid,high,other,060816118001,060816130002
mid,high,other,060816118001,060816130002
low,high,other,060816118001,060816130002
mid,high,other,060816118001,060816130002
mid,high,trade_trans_util,060816118001,060816130002
low,high,other,060816118001,060816130002
mid,high,other,060816118001,060816130002
mid,high,other,060816118001,060816130002
mid,mid,other,060816118001,060816132005
high,high,other,060816118001,060816133001
mid,low,other,060816118001,060816133001
mid,low,other,060816118001,060816133001
high,high,other,060816118001,060816134001
high,high,other,060816118001,060816134001
mid,high,other,060816118001,060816134001
high,high,other,060816118001,060816134003
mid,mid,other,060816118001,060816139001
high,high,other,060816118001,060816139001
mid,mid,other,060816118001,060816139002
high,high,other,060816118001,060816139004
mid,high,other,060816118001,060816139004
high,high,other,060816118001,060816139004
mid,high,other,060816118001,060816139004
high,high,other,060816118001,060816139004
low,high,other,060816118001,060855046011
mid,high,trade_trans_util,060816118001,060855046011
mid,high,other,060816118001,060855046011
mid,high,trade_trans_util,060816118001,060855046011
mid,mid,other,060816118001,060855046011
low,high,trade_trans_util,060816118001,060855046011
low,high,trade_trans_util,060816118001,060855046011
low,high,other,060816118001,060855046011
low,low,other,060816118001,060855046011
low,low,other,060816118001,060855046011
low,low,trade_trans_util,060816118001,060855046011
low,high,other,060816118001,060855046011
mid,high,other,060816118001,060855046011
low,low,other,060816118001,060855046011
low,low,trade_trans_util,060816118001,060855046011
mid,mid,other,060816118001,060855046011
mid,low,other,060816118001,060855046011
low,high,other,060816118001,060855046011
low,high,other,060816118001,060855046011
mid,high,trade_trans_util,060816118001,060855046021
mid,high,trade_trans_util,060816118001,060855046021
mid,high,other,060816118001,060855046021
low,high,other,060816118001,060855046021
mid,high,goods_prod,060816118001,060855046021
mid,high,goods_prod,060816118001,060855046021
high,high,other,060816118001,060855046021
mid,high,other,060816118001,060855046021
low,low,other,060816118001,060855048021
mid,high,other,060816118001,060855084013
low,high,other,060816118001,060855084016
mid,high,other,060816118001,060855084016
low,high,other,060816118001,060855086023
mid,mid,goods_prod,060816118001,060855091021
high,high,goods_prod,060816118001,060855091084
mid,high,goods_prod,060816118001,060855091084
mid,high,other,060816118001,060855091084
mid,mid,other,060816118001,060855091084
mid,mid,other,060816118001,060855091084
mid,high,other,060816118001,060855091084
mid,mid,other,060816118001,060855091084
mid,mid,other,060816118001,060855091084
low,low,other,060816118001,060855092012
low,low,other,060816118001,060855092012
mid,high,other,060816118001,060855092014
high,mid,other,060816118001,060855092014
high,high,other,060816118001,060855092014
mid,high,other,060816118001,060855092021
low,low,trade_trans_util,060816118001,060855092022
low,low,other,060816118001,060855092023
mid,high,other,060816118001,060855093021
mid,high,other,060816118001,060855093021
mid,low,other,060816118001,060855093034
mid,mid,trade_trans_util,060816118001,060855093041
low,mid,trade_trans_util,060816118001,060855093041
low,mid,trade_trans_util,060816118001,060855093041
mid,mid,goods_prod,060816118001,060855093042
mid,mid,goods_prod,060816118001,060855093042
low,mid,other,060816118001,060855094013
high,mid,other,060816118001,060855094013
high,mid,other,060816118001,060855094013
low,low,trade_trans_util,060816118001,060855094041
high,high,other,060816118001,060855094043
low,low,trade_trans_util,060816118001,060855094044
mid,high,trade_trans_util,060816118001,060855094044
mid,mid,trade_trans_util,060816118001,060855094044
low,high,trade_trans_util,060816118001,060855094044
low,high,trade_trans_util,060816118001,060855094044
mid,high,trade_trans_util,060816118001,060855096001
mid,high,other,060816118001,060855096001
mid,high,other,060816118001,060855096001
mid,mid,trade_trans_util,060816118001,060855096002
high,mid,other,060816118001,060855098011
mid,mid,other,060816118001,060855098011
high,high,other,060816118001,060855098013
low,mid,other,060816118001,060855099011
low,low,trade_trans_util,060816118001,060855099021
low,high,other,060816118001,060855103002
low,high,other,060816118001,060855103002
mid,mid,other,060816118001,060855103002
high,mid,trade_trans_util,060816118001,060855104001
mid,low,other,060816118001,060855105002
high,high,other,060816118001,060855106003
high,high,other,060816118001,060855106003
mid,high,trade_trans_util,060816118001,060855106003
low,mid,other,060816118001,060855106004
low,high,other,060816118001,060855107001
low,high,other,060816118001,060855107001
low,low,other,060816118001,060855107001
high,mid,other,060816118001,060855107002
high,mid,other,060816118001,060855107002
mid,high,other,060816118001,060855107003
mid,high,other,060816118001,060855107003
mid,high,trade_trans_util,060816118001,060855108011
mid,mid,goods_prod,060816118001,060855108012
mid,high,trade_trans_util,060816118001,060855108013
mid,high,trade_trans_util,060816118001,060855108013
mid,mid,other,060816118001,060855110001
mid,low,other,060816118001,060855110002
low,mid,other,060816118001,060855110002
low,low,other,060816118001,060855110002
mid,mid,other,060816118001,060855110002
low,low,other,060816118001,060855110004
mid,high,other,060816118001,060855111001
high,mid,other,060816118001,060855111003
high,mid,goods_prod,060816118001,060855112004
mid,low,other,060816118001,060855113011
mid,mid,other,060816118001,060855113011
mid,low,other,060816118001,060855113011
high,mid,other,060816118001,060855113011
mid,high,other,060816118001,060855113011
low,high,other,060816118001,060855113021
low,high,other,060816118001,060855113021
mid,high,other,060816118001,060855113021
mid,low,other,060816118001,060855113021
mid,mid,other,060816118001,060855113021
mid,mid,other,060816118001,060855113021
mid,high,other,060816118001,060855113021
low,mid,other,060816118001,060855113021
low,high,other,060816118001,060855113021
mid,mid,other,060816118001,060855113021
mid,mid,other,060816118001,060855113021
high,mid,trade_trans_util,060816118001,060855113022
high,mid,other,060816118001,060855113022
mid,mid,trade_trans_util,060816118001,060855113022
mid,high,other,060816118001,060855113022
mid,mid,other,060816118001,060855113022
mid,low,other,060816118001,060855113022
mid,mid,other,060816118001,060855113022
mid,mid,goods_prod,060816118001,060855113022
high,high,other,060816118001,060855113022
mid,high,other,060816118001,060855113022
high,high,other,060816118001,060855113022
mid,mid,other,060816118001,060855113022
high,low,goods_prod,060816118001,060855113022
mid,mid,other,060816118001,060855113022
mid,mid,other,060816118001,060855113022
mid,mid,other,060816118001,060855113022
mid,high,goods_prod,060816118001,060855113022
high,high,other,060816118001,060855115001
high,low,other,060816118001,060855115001
mid,low,other,060816118001,060855115002
mid,mid,other,060816118001,060855115002
mid,low,other,060816118001,060855115002
low,mid,trade_trans_util,060816118001,060855115003
mid,mid,trade_trans_util,060816118001,060855115003
mid,mid,trade_trans_util,060816118001,060855115003
low,high,other,060816118001,060855115003
mid,mid,other,060816118001,060855116081
mid,high,other,060816118001,060855116081
high,high,other,060816118001,060855116081
mid,high,other,060816118001,060855116081
mid,mid,other,060816118001,060855116081
high,mid,other,060816118001,060855116081
low,mid,other,060816118001,060855116081
low,high,other,060816118001,060855116081
mid,high,other,060816118001,060855116081
mid,mid,other,060816118001,060855116081
mid,high,other,060816118001,060855116081
high,high,other,060816118001,060855116081
low,high,other,060816118001,060855116091
low,high,other,060816118001,060855116091
mid,high,trade_trans_util,060816118001,060855116091
high,high,other,060816118001,060855116091
mid,high,other,060816118001,060855116091
mid,mid,other,060816118001,060855116091
high,mid,other,060816118001,060855116091
low,high,other,060816118001,060855116091
mid,high,other,060816118001,060855116091
mid,high,other,060816118001,060855116091
low,high,other,060816118001,060855116091
high,high,other,060816118001,060855116091
high,high,other,060816118001,060855116091
low,high,other,060816118001,060855116091
low,high,trade_trans_util,060816118001,060855116091
mid,mid,other,060816118001,060855116091
low,high,other,060816118001,060855116091
high,mid,other,060816118001,060855116091
mid,high,goods_prod,060816118001,060855117042
high,high,other,060816118001,060855117051
mid,high,other,060816118001,060855117051
low,high,other,060816118001,060855117051
low,high,other,060816118001,060855117051
mid,high,other,060816118001,060855117051
low,high,other,060816118001,060855117051
high,high,other,060816118001,060855117051
mid,high,other,060816118001,060855117051
high,high,other,060816118001,060855117051
low,high,other,060816118001,060855117051
low,high,other,060816118001,060855117051
mid,high,other,060816118001,060855117051
low,high,other,060816118001,060855117051
mid,high,other,060816118001,060855117051
mid,high,other,060816118001,060855117051
high,high,other,060816118001,060855117051
mid,high,other,060816118001,060855117051
low,high,other,060816118001,060855117051
high,high,other,060816118001,060855117051
mid,high,other,060816118001,060855117051
low,high,other,060816118001,060855117051
low,high,other,060816118001,060855117051
mid,high,goods_prod,060816118001,060855117051
mid,high,other,060816118001,060855117051
high,mid,other,060816118001,060855117051
low,high,other,060816118001,060855117051
high,high,other,060816118001,060855117051
mid,high,other,060816118001,060855117051
low,mid,other,060816118001,060855117051
mid,mid,other,060816118001,060855117051
high,high,other,060816118001,060855117051
high,high,other,060816118001,060855117051
high,high,other,060816118001,060855117051
low,mid,other,060816118001,060855130001
high,mid,other,060816118001,060855130001
high,mid,other,060816118001,060855130001
mid,mid,other,060816118001,060855130001
high,mid,other,060816118001,060855130001
high,mid,other,060816118001,060855130001
mid,mid,other,060816118001,060855130002
low,low,other,060816118002,060014403061
low,high,trade_trans_util,060816118002,060014403332
mid,mid,other,060816118002,060014403332
low,mid,goods_prod,060816118002,060014415031
low,mid,goods_prod,060816118002,060014415031
mid,high,trade_trans_util,060816118002,060014415031
low,high,goods_prod,060816118002,060014415031
high,low,other,060816118002,060014415031
low,low,trade_trans_util,060816118002,060014415031
mid,high,goods_prod,060816118002,060014415031
low,low,trade_trans_util,060816118002,060014415031
low,mid,other,060816118002,060014415031
low,mid,goods_prod,060816118002,060014415031
low,mid,other,060816118002,060014415031
high,high,trade_trans_util,060816118002,060014415031
low,high,goods_prod,060816118002,060014415031
low,low,goods_prod,060816118002,060014415031
low,high,other,060816118002,060014415031
high,high,goods_prod,060816118002,060014415031
low,high,trade_trans_util,060816118002,060014415214
mid,high,other,060816118002,060014416023
low,low,other,060816118002,060014442003
mid,high,other,060816118002,060014443012
mid,high,goods_prod,060816118002,060014445002
low,mid,other,060816118002,060014445003
mid,mid,goods_prod,060816118002,060014446011
mid,low,other,060816118002,060014446021
mid,high,other,060816118002,060014446021
low,low,other,060816118002,060014446021
low,mid,other,060816118002,060816080041
mid,mid,other,060816118002,060816080041
low,high,trade_trans_util,060816118002,060816086002
mid,high,trade_trans_util,060816118002,060816086002
low,high,other,060816118002,060816086002
low,high,other,060816118002,060816086002
mid,high,trade_trans_util,060816118002,060816086002
low,high,goods_prod,060816118002,060816086003
mid,high,goods_prod,060816118002,060816087004
low,low,other,060816118002,060816089002
low,high,other,060816118002,060816090002
low,high,goods_prod,060816118002,060816091001
mid,high,goods_prod,060816118002,060816091001
mid,high,goods_prod,060816118002,060816091001
high,high,other,060816118002,060816091001
low,high,other,060816118002,060816091001
mid,high,trade_trans_util,060816118002,060816091002
mid,high,trade_trans_util,060816118002,060816091002
low,high,goods_prod,060816118002,060816091002
mid,high,trade_trans_util,060816118002,060816091002
low,high,trade_trans_util,060816118002,060816091002
mid,low,goods_prod,060816118002,060816091002
low,high,goods_prod,060816118002,060816091002
mid,high,trade_trans_util,060816118002,060816091002
mid,high,other,060816118002,060816091002
mid,high,trade_trans_util,060816118002,060816091002
mid,high,trade_trans_util,060816118002,060816091002
low,high,trade_trans_util,060816118002,060816091002
low,high,other,060816118002,060816092012
low,high,other,060816118002,060816092012
mid,mid,other,060816118002,060816092013
low,mid,other,060816118002,060816092013
low,mid,other,060816118002,060816092013
mid,high,other,060816118002,060816092021
mid,high,other,060816118002,060816092021
mid,mid,other,060816118002,060816092022
mid,mid,other,060816118002,060816092022
low,mid,other,060816118002,060816092022
mid,high,goods_prod,060816118002,060816093001
mid,high,trade_trans_util,060816118002,060816093001
high,mid,other,060816118002,060816095002
high,mid,other,060816118002,060816095002
low,mid,other,060816118002,060816096011
low,mid,other,060816118002,060816096011
low,mid,other,060816118002,060816096011
mid,high,other,060816118002,060816100001
low,mid,other,060816118002,060816100001
mid,high,goods_prod,060816118002,060816100003
mid,low,other,060816118002,060816102011
mid,high,goods_prod,060816118002,060816102011
mid,high,goods_prod,060816118002,060816102011
high,high,goods_prod,060816118002,060816102014
high,high,goods_prod,060816118002,060816102014
high,high,goods_prod,060816118002,060816102014
low,high,other,060816118002,060816102014
mid,high,goods_prod,060816118002,060816102014
high,high,goods_prod,060816118002,060816102014
mid,high,other,060816118002,060816102021
low,high,other,060816118002,060816102021
mid,high,other,060816118002,060816102021
low,low,other,060816118002,060816102021
mid,high,other,060816118002,060816102021
high,mid,other,060816118002,060816102021
low,low,other,060816118002,060816102021
high,high,other,060816118002,060816102021
mid,high,other,060816118002,060816102021
low,high,other,060816118002,060816102021
mid,mid,trade_trans_util,060816118002,060816102021
mid,low,other,060816118002,060816102021
mid,high,other,060816118002,060816102021
mid,high,trade_trans_util,060816118002,060816102021
low,low,other,060816118002,060816102021
mid,high,other,060816118002,060816102021
mid,mid,other,060816118002,060816102021
high,high,other,060816118002,060816102021
mid,low,other,060816118002,060816102021
low,low,other,060816118002,060816102021
high,low,other,060816118002,060816102021
mid,low,other,060816118002,060816102021
mid,low,other,060816118002,060816102021
high,mid,other,060816118002,060816102021
low,mid,goods_prod,060816118002,060816102021
mid,low,other,060816118002,060816102021
mid,mid,other,060816118002,060816102021
mid,high,other,060816118002,060816102021
mid,high,trade_trans_util,060816118002,060816102031
high,high,goods_prod,060816118002,060816102031
mid,high,goods_prod,060816118002,060816102031
mid,high,trade_trans_util,060816118002,060816102031
mid,mid,trade_trans_util,060816118002,060816102031
mid,mid,trade_trans_util,060816118002,060816102032
high,low,trade_trans_util,060816118002,060816102032
mid,low,other,060816118002,060816102032
mid,high,trade_trans_util,060816118002,060816103021
low,high,trade_trans_util,060816118002,060816103021
mid,high,trade_trans_util,060816118002,060816103021
mid,high,trade_trans_util,060816118002,060816103021
low,high,trade_trans_util,060816118002,060816103021
low,high,other,060816118002,060816103021
mid,high,trade_trans_util,060816118002,060816103021
mid,high,other,060816118002,060816103021
mid,high,other,060816118002,060816103021
low,high,trade_trans_util,060816118002,060816103021
low,high,trade_trans_util,060816118002,060816103021
mid,high,other,060816118002,060816103021
high,mid,other,060816118002,060816103042
low,high,other,060816118002,060816103042
low,mid,other,060816118002,060816103042
high,high,other,060816118002,060816103043
low,high,other,060816118002,060816103043
low,high,other,060816118002,060816103043
low,high,other,060816118002,060816105002
low,low,other,060816118002,060816105004
high,mid,other,060816118002,060816106011
high,mid,other,060816118002,060816106012
mid,mid,other,060816118002,060816106012
mid,mid,other,060816118002,060816106012
mid,high,other,060816118002,060816106023
low,low,goods_prod,060816118002,060816106023
mid,low,other,060816118002,060816106023
low,low,goods_prod,060816118002,060816106023
high,low,other,060816118002,060816107001
low,low,other,060816118002,060816108001
low,low,other,060816118002,060816108001
high,low,other,060816118002,060816108002
mid,low,other,060816118002,060816111002
mid,low,other,060816118002,060816111002
mid,low,other,060816118002,060816111002
low,high,other,060816118002,060816112001
low,high,other,060816118002,060816112001
mid,mid,other,060816118002,060816113002
low,mid,other,060816118002,060816114001
low,high,other,060816118002,060816114001
high,high,other,060816118002,060816114001
high,mid,other,060816118002,060816114002
low,mid,other,060816118002,060816114003
low,high,other,060816118002,060816114003
mid,high,other,060816118002,060816115001
mid,high,other,060816118002,060816115002
mid,high,other,060816118002,060816116002
mid,low,other,060816118002,060816117001
mid,mid,other,060816118002,060816117001
mid,low,goods_prod,060816118002,060816117001
mid,high,other,060816118002,060816117002
mid,high,other,060816118002,060816117002
mid,mid,other,060816118002,060816117002
mid,high,goods_prod,060816118002,060816117002
high,high,goods_prod,060816118002,060816117002
mid,high,other,060816118002,060816117002
mid,low,other,060816118002,060816117003
high,mid,other,060816118002,060816117004
mid,high,goods_prod,060816118002,060816117004
low,high,other,060816118002,060816117004
mid,high,other,060816118002,060816117004
mid,high,goods_prod,060816118002,060816117004
mid,high,other,060816118002,060816117004
low,high,other,060816118002,060816117004
mid,high,goods_prod,060816118002,060816117004
low,high,other,060816118002,060816117004
mid,high,other,060816118002,060816117004
mid,high,goods_prod,060816118002,060816117004
high,high,goods_prod,060816118002,060816117004
low,high,other,060816118002,060816117004
mid,high,other,060816118002,060816117004
low,high,trade_trans_util,060816118002,060816117004
low,mid,trade_trans_util,060816118002,060816117004
low,high,other,060816118002,060816117004
low,high,other,060816118002,060816117004
mid,high,other,060816118002,060816117004
low,high,goods_prod,060816118002,060816117004
mid,high,other,060816118002,060816117004
high,high,trade_trans_util,060816118002,060816117004
high,high,goods_prod,060816118002,060816117004
low,high,goods_prod,060816118002,060816117004
mid,mid,other,060816118002,060816117004
mid,low,other,060816118002,060816118001
low,low,goods_prod,060816118002,060816118001
mid,mid,other,060816118002,060816118001
high,low,other,060816118002,060816118001
mid,mid,goods_prod,060816118002,060816118001
high,low,other,060816118002,060816118001
mid,high,other,060816118002,060816118001
high,low,goods_prod,060816118002,060816118001
mid,high,other,060816118002,060816118001
mid,mid,other,060816118002,060816118001
mid,mid,other,060816118002,060816118001
low,high,goods_prod,060816118002,060816118001
high,low,other,060816118002,060816118001
mid,low,other,060816118002,060816118001
high,mid,other,060816118002,060816118001
mid,mid,other,060816118002,060816118001
high,mid,goods_prod,060816118002,060816118001
mid,high,other,060816118002,060816118001
high,mid,other,060816118002,060816118001
mid,high,other,060816118002,060816118001
low,high,other,060816118002,060816118001
mid,high,other,060816118002,060816118001
high,low,other,060816118002,060816118001
low,low,goods_prod,060816118002,060816118001
mid,high,other,060816118002,060816118001
low,high,other,060816118002,060816118001
mid,high,goods_prod,060816118002,060816118001
high,mid,other,060816118002,060816118001
high,mid,other,060816118002,060816118001
low,low,other,060816118002,060816118001
low,high,other,060816118002,060816118001
low,mid,other,060816118002,060816118001
mid,mid,other,060816118002,060816118001
mid,high,other,060816118002,060816118001
mid,low,other,060816118002,060816118002
mid,low,other,060816118002,060816118002
mid,mid,other,060816118002,060816118002
mid,low,other,060816118002,060816118002
mid,mid,other,060816118002,060816118002
high,low,other,060816118002,060816118002
mid,low,other,060816118002,060816118002
high,mid,other,060816118002,060816119001
high,mid,other,060816118002,060816119001
mid,mid,other,060816118002,060816119001
high,mid,other,060816118002,060816119001
mid,low,other,060816118002,060816119002
mid,mid,other,060816118002,060816119002
mid,low,other,060816118002,060816119005
low,mid,other,060816118002,060816119005
low,mid,other,060816118002,060816119005
high,high,other,060816118002,060816119005
high,low,other,060816118002,060816119005
low,mid,other,060816118002,060816119005
low,high,other,060816118002,060816119005
low,mid,other,060816118002,060816119005
mid,low,other,060816118002,060816119005
low,mid,trade_trans_util,060816118002,060816120001
mid,mid,trade_trans_util,060816118002,060816120001
high,low,other,060816118002,060816120002
low,high,other,060816118002,060816120003
low,low,other,060816118002,060816120004
high,mid,other,060816118002,060816120004
low,mid,other,060816118002,060816120004
low,low,other,060816118002,060816120004
mid,high,other,060816118002,060816120004
low,mid,other,060816118002,060816120004
low,high,other,060816118002,060816120004
mid,high,other,060816118002,060816120004
low,low,other,060816118002,060816120004
low,high,trade_trans_util,060816118002,060816121005
mid,high,trade_trans_util,060816118002,060816121005
mid,mid,trade_trans_util,060816118002,060816121005
low,high,trade_trans_util,060816118002,060816121005
mid,mid,trade_trans_util,060816118002,060816121005
high,high,other,060816118002,060816125002
high,mid,other,060816118002,060816125002
low,low,other,060816118002,060816125003
low,low,other,060816118002,060816125003
low,high,other,060816118002,060816125003
low,low,other,060816118002,060816125003
low,low,other,060816118002,060816125003
low,low,other,060816118002,060816125003
low,mid,other,060816118002,060816126001
low,mid,other,060816118002,060816126001
low,mid,other,060816118002,060816126002
low,mid,other,060816118002,060816126002
high,mid,trade_trans_util,060816118002,060816126003
low,mid,trade_trans_util,060816118002,060816126003
low,mid,other,060816118002,060816126003
low,mid,other,060816118002,060816126003
mid,mid,other,060816118002,060816126003
low,mid,other,060816118002,060816126003
mid,mid,other,060816118002,060816126003
low,mid,other,060816118002,060816126003
high,low,other,060816118002,060816128001
low,low,other,060816118002,060816129001
low,low,other,060816118002,060816130002
low,low,other,060816118002,060816130002
low,high,other,060816118002,060816130002
low,low,other,060816118002,060816130002
low,high,other,060816118002,060816130002
mid,high,other,060816118002,060816133001
mid,high,other,060816118002,060816134001
high,high,other,060816118002,060816134001
mid,high,other,060816118002,060816134001
mid,mid,trade_trans_util,060816118002,060816139001
