age,earnings,industry,home_geoid,work_geoid
high,high,other,060816119002,060855047001
high,high,other,060816119002,060855048023
mid,mid,other,060816119002,060855084032
low,low,other,060816119002,060855085041
mid,low,other,060816119002,060855085041
low,mid,other,060816119002,060855086012
mid,mid,other,060816119002,060855086023
mid,high,other,060816119002,060855087042
mid,high,other,060816119002,060855087042
high,high,other,060816119002,060855087042
low,mid,goods_prod,060816119002,060855090001
low,mid,other,060816119002,060855091021
high,high,other,060816119002,060855091021
mid,high,other,060816119002,060855091054
low,low,other,060816119002,060855091063
mid,high,other,060816119002,060855091084
mid,low,other,060816119002,060855091091
mid,high,goods_prod,060816119002,060855091092
low,mid,other,060816119002,060855092011
mid,low,other,060816119002,060855092014
low,high,other,060816119002,060855093021
low,high,goods_prod,060816119002,060855093041
mid,mid,other,060816119002,060855093041
low,high,other,060816119002,060855093041
mid,high,goods_prod,060816119002,060855093041
low,mid,goods_prod,060816119002,060855093041
high,mid,trade_trans_util,060816119002,060855094011
high,low,other,060816119002,060855096001
mid,low,other,060816119002,060855096001
high,low,other,060816119002,060855096001
high,high,other,060816119002,060855098011
mid,high,other,060816119002,060855098011
mid,mid,other,060816119002,060855098011
mid,low,other,060816119002,060855099011
mid,high,trade_trans_util,060816119002,060855099011
high,high,other,060816119002,060855099021
mid,mid,other,060816119002,060855099021
mid,high,other,060816119002,060855099023
mid,high,other,060816119002,060855100011
mid,high,other,060816119002,060855100011
mid,mid,other,060816119002,060855100014
low,mid,other,060816119002,060855100014
high,high,trade_trans_util,060816119002,060855100022
high,high,other,060816119002,060855102001
high,mid,other,060816119002,060855102002
low,low,other,060816119002,060855103001
low,low,other,060816119002,060855103002
mid,high,goods_prod,060816119002,060855103002
high,mid,other,060816119002,060855104001
mid,low,other,060816119002,060855105002
high,high,trade_trans_util,060816119002,060855105003
high,mid,other,060816119002,060855107001
low,mid,other,060816119002,060855107001
mid,low,other,060816119002,060855107001
mid,mid,other,060816119002,060855107001
mid,high,other,060816119002,060855107001
mid,high,other,060816119002,060855107001
low,low,other,060816119002,060855107001
low,high,other,060816119002,060855107001
mid,high,other,060816119002,060855107002
low,low,other,060816119002,060855108011
mid,mid,other,060816119002,060855108013
mid,high,other,060816119002,060855108013
low,mid,trade_trans_util,060816119002,060855108032
mid,low,trade_trans_util,060816119002,060855108032
mid,mid,other,060816119002,060855110003
low,low,other,060816119002,060855111004
mid,high,other,060816119002,060855112004
mid,low,other,060816119002,060855113011
high,low,other,060816119002,060855113011
high,low,other,060816119002,060855113011
mid,mid,other,060816119002,060855113011
mid,high,other,060816119002,060855113011
low,high,other,060816119002,060855113011
mid,high,other,060816119002,060855113021
mid,high,other,060816119002,060855113021
high,high,other,060816119002,060855113021
mid,low,goods_prod,060816119002,060855113021
low,high,other,060816119002,060855113021
high,high,other,060816119002,060855113021
mid,low,other,060816119002,060855113021
low,high,other,060816119002,060855113021
high,high,other,060816119002,060855113021
high,high,other,060816119002,060855113022
mid,high,other,060816119002,060855113022
low,high,other,060816119002,060855113022
low,high,other,060816119002,060855113022
mid,high,other,060816119002,060855113022
low,high,other,060816119002,060855113022
high,low,other,060816119002,060855113023
mid,mid,other,060816119002,060855114001
mid,high,other,060816119002,060855114004
low,mid,other,060816119002,060855115001
mid,high,trade_trans_util,060816119002,060855115002
low,low,other,060816119002,060855115002
high,high,other,060816119002,060855115002
mid,high,other,060816119002,060855115002
high,low,trade_trans_util,060816119002,060855115003
mid,low,other,060816119002,060855115003
mid,high,goods_prod,060816119002,060855115004
mid,high,goods_prod,060816119002,060855115004
high,high,other,060816119002,060855116081
high,mid,other,060816119002,060855116081
high,high,other,060816119002,060855116081
mid,mid,other,060816119002,060855116081
high,high,other,060816119002,060855116081
low,high,other,060816119002,060855116081
mid,high,other,060816119002,060855116081
mid,high,other,060816119002,060855116081
mid,high,other,060816119002,060855116081
mid,high,other,060816119002,060855116081
low,high,other,060816119002,060855116081
high,high,other,060816119002,060855116081
mid,high,other,060816119002,060855116081
mid,high,other,060816119002,060855116081
high,mid,other,060816119002,060855116081
mid,high,other,060816119002,060855116081
high,low,trade_trans_util,060816119002,060855116091
low,low,other,060816119002,060855116091
mid,high,other,060816119002,060855116091
high,high,other,060816119002,060855116091
high,high,other,060816119002,060855116091
mid,high,other,060816119002,060855116091
mid,high,other,060816119002,060855116091
high,high,other,060816119002,060855116091
low,high,other,060816119002,060855116091
mid,mid,other,060816119002,060855116091
high,high,other,060816119002,060855116091
mid,high,other,060816119002,060855116091
low,high,other,060816119002,060855116091
low,mid,other,060816119002,060855116091
high,mid,other,060816119002,060855116091
low,high,other,060816119002,060855116091
mid,high,other,060816119002,060855116091
mid,high,trade_trans_util,060816119002,060855116091
mid,high,other,060816119002,060855116091
mid,mid,other,060816119002,060855116091
mid,high,other,060816119002,060855116091
low,high,other,060816119002,060855116091
high,high,other,060816119002,060855117041
high,high,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
mid,low,other,060816119002,060855117051
low,high,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
low,mid,other,060816119002,060855117051
high,high,other,060816119002,060855117051
mid,mid,other,060816119002,060855117051
low,high,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
high,high,other,060816119002,060855117051
low,high,other,060816119002,060855117051
low,low,other,060816119002,060855117051
mid,mid,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
high,high,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
mid,mid,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
high,high,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
high,mid,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
low,high,other,060816119002,060855117051
mid,high,other,060816119002,060855117051
high,mid,other,060816119002,060855130001
high,mid,other,060816119002,060855130001
mid,high,other,060816119002,060855130003
low,mid,other,060816119002,060855130003
mid,mid,goods_prod,060816119003,060014415031
mid,mid,goods_prod,060816119003,060014415031
low,high,goods_prod,060816119003,060014415031
mid,high,goods_prod,060816119003,060014415031
low,mid,goods_prod,060816119003,060014415031
mid,high,goods_prod,060816119003,060014415031
low,mid,goods_prod,060816119003,060014415031
mid,mid,goods_prod,060816119003,060014415031
mid,high,trade_trans_util,060816119003,060014415031
mid,high,other,060816119003,060014415031
high,high,goods_prod,060816119003,060014415031
mid,low,trade_trans_util,060816119003,060014428001
mid,mid,goods_prod,060816119003,060014443012
high,mid,trade_trans_util,060816119003,060014443021
mid,high,other,060816119003,060816091001
mid,high,goods_prod,060816119003,060816091001
mid,high,trade_trans_util,060816119003,060816091002
mid,high,trade_trans_util,060816119003,060816091002
mid,high,trade_trans_util,060816119003,060816091002
mid,high,trade_trans_util,060816119003,060816091002
low,mid,other,060816119003,060816092013
mid,high,other,060816119003,060816096031
mid,high,goods_prod,060816119003,060816098002
low,mid,other,060816119003,060816100001
mid,high,other,060816119003,060816100001
mid,high,other,060816119003,060816100001
mid,high,other,060816119003,060816100003
mid,low,trade_trans_util,060816119003,060816101001
mid,mid,goods_prod,060816119003,060816102011
mid,high,goods_prod,060816119003,060816102011
mid,high,goods_prod,060816119003,060816102014
mid,high,goods_prod,060816119003,060816102014
mid,mid,goods_prod,060816119003,060816102014
high,high,other,060816119003,060816102021
low,low,other,060816119003,060816102021
low,high,other,060816119003,060816102021
low,high,other,060816119003,060816102021
low,low,trade_trans_util,060816119003,060816102021
low,low,other,060816119003,060816102021
low,high,other,060816119003,060816102021
low,mid,other,060816119003,060816102021
mid,high,other,060816119003,060816102021
low,high,other,060816119003,060816102021
mid,mid,other,060816119003,060816103021
mid,low,other,060816119003,060816103021
low,high,other,060816119003,060816103021
mid,high,other,060816119003,060816103021
low,mid,other,060816119003,060816103021
mid,high,other,060816119003,060816103031
low,low,other,060816119003,060816103043
mid,low,other,060816119003,060816104001
mid,high,goods_prod,060816119003,060816105001
low,mid,trade_trans_util,060816119003,060816105002
low,low,other,060816119003,060816106023
mid,high,other,060816119003,060816114001
mid,high,other,060816119003,060816114001
mid,high,other,060816119003,060816114001
mid,high,other,060816119003,060816114001
mid,mid,other,060816119003,060816114002
low,mid,other,060816119003,060816115002
mid,low,other,060816119003,060816116001
mid,high,other,060816119003,060816117001
high,low,goods_prod,060816119003,060816117001
high,low,other,060816119003,060816117002
low,mid,other,060816119003,060816117003
high,low,trade_trans_util,060816119003,060816117003
low,high,other,060816119003,060816117004
high,high,other,060816119003,060816117004
low,high,other,060816119003,060816117004
mid,low,other,060816119003,060816117004
mid,high,other,060816119003,060816117004
mid,high,other,060816119003,060816117004
high,high,other,060816119003,060816117004
mid,low,other,060816119003,060816117004
mid,high,other,060816119003,060816118001
low,high,goods_prod,060816119003,060816118001
high,high,other,060816119003,060816118001
low,high,goods_prod,060816119003,060816118001
low,high,other,060816119003,060816118001
mid,high,goods_prod,060816119003,060816118001
high,high,goods_prod,060816119003,060816118001
high,high,other,060816119003,060816118001
mid,high,other,060816119003,060816118001
mid,high,goods_prod,060816119003,060816118001
low,high,other,060816119003,060816118001
mid,mid,goods_prod,060816119003,060816118001
mid,high,other,060816119003,060816118001
mid,mid,other,060816119003,060816118002
high,mid,other,060816119003,060816119001
mid,mid,other,060816119003,060816119003
high,low,trade_trans_util,060816119003,060816119005
high,low,other,060816119003,060816119005
low,mid,other,060816119003,060816119005
low,low,other,060816119003,060816119005
high,low,other,060816119003,060816119005
low,low,other,060816119003,060816119005
mid,high,other,060816119003,060816119006
mid,high,other,060816119003,060816119006
low,mid,trade_trans_util,060816119003,060816120001
high,high,trade_trans_util,060816119003,060816120002
low,high,goods_prod,060816119003,060816120003
mid,high,other,060816119003,060816120004
high,high,other,060816119003,060816120004
mid,high,other,060816119003,060816120004
mid,high,other,060816119003,060816120004
mid,mid,other,060816119003,060816120004
high,mid,trade_trans_util,060816119003,060816121003
low,low,trade_trans_util,060816119003,060816121003
mid,high,other,060816119003,060816121004
low,low,trade_trans_util,060816119003,060816121005
high,low,other,060816119003,060816121005
mid,mid,other,060816119003,060816121005
mid,low,other,060816119003,060816125003
mid,low,other,060816119003,060816125003
mid,high,other,060816119003,060816125003
low,low,other,060816119003,060816125003
mid,mid,other,060816119003,060816126001
low,mid,other,060816119003,060816126001
mid,high,other,060816119003,060816126003
mid,high,other,060816119003,060816126003
high,mid,other,060816119003,060816127001
high,mid,other,060816119003,060816127001
high,mid,other,060816119003,060816127001
mid,high,other,060816119003,060816129001
low,high,other,060816119003,060816130002
mid,high,other,060816119003,060816130002
low,high,other,060816119003,060816130002
mid,low,other,060816119003,060816130002
low,low,trade_trans_util,060816119003,060816130002
low,high,trade_trans_util,060816119003,060816130002
high,mid,other,060816119003,060816132004
high,mid,other,060816119003,060816132005
low,low,other,060816119003,060816139001
low,low,other,060816119003,060816139002
high,low,other,060816119003,060816139005
high,high,other,060816119003,060855046011
high,high,other,060816119003,060855046011
low,high,other,060816119003,060855046011
mid,high,other,060816119003,060855046011
mid,high,other,060816119003,060855046011
mid,high,goods_prod,060816119003,060855046011
mid,high,other,060816119003,060855046011
low,high,goods_prod,060816119003,060855046021
mid,high,goods_prod,060816119003,060855046021
mid,low,other,060816119003,060855046021
high,high,other,060816119003,060855047001
high,high,other,060816119003,060855047001
mid,high,trade_trans_util,060816119003,060855048021
mid,high,trade_trans_util,060816119003,060855048021
mid,low,other,060816119003,060855084013
high,low,trade_trans_util,060816119003,060855085041
mid,high,other,060816119003,060855087042
high,high,other,060816119003,060855088001
high,high,goods_prod,060816119003,060855091054
low,low,other,060816119003,060855091063
mid,high,goods_prod,060816119003,060855091091
mid,high,other,060816119003,060855091092
low,low,other,060816119003,060855092012
low,high,other,060816119003,060855093021
high,mid,other,060816119003,060855093034
low,mid,other,060816119003,060855093041
low,mid,trade_trans_util,060816119003,060855094013
low,low,other,060816119003,060855094044
low,low,other,060816119003,060855094044
low,low,other,060816119003,060855094044
low,low,other,060816119003,060855094044
high,mid,other,060816119003,060855096001
high,low,other,060816119003,060855096001
mid,high,other,060816119003,060855099011
mid,high,other,060816119003,060855099011
high,low,other,060816119003,060855099023
high,low,other,060816119003,060855100014
mid,high,other,060816119003,060855100023
low,mid,goods_prod,060816119003,060855103002
low,mid,goods_prod,060816119003,060855103002
low,high,goods_prod,060816119003,060855103002
low,mid,trade_trans_util,060816119003,060855104001
mid,high,other,060816119003,060855104003
mid,low,other,060816119003,060855105002
low,high,other,060816119003,060855107001
low,mid,other,060816119003,060855108013
mid,high,trade_trans_util,060816119003,060855108013
mid,high,trade_trans_util,060816119003,060855108013
low,high,trade_trans_util,060816119003,060855108013
low,mid,other,060816119003,060855108022
low,mid,other,060816119003,060855108022
low,mid,other,060816119003,060855108022
high,mid,other,060816119003,060855110002
low,mid,other,060816119003,060855113011
high,mid,other,060816119003,060855113011
mid,mid,trade_trans_util,060816119003,060855113021
mid,mid,other,060816119003,060855113021
mid,mid,other,060816119003,060855113021
mid,mid,other,060816119003,060855113021
low,low,other,060816119003,060855113022
low,low,other,060816119003,060855113022
mid,low,other,060816119003,060855113022
mid,low,other,060816119003,060855113022
low,mid,other,060816119003,060855113022
low,mid,other,060816119003,060855113022
mid,low,other,060816119003,060855113022
low,mid,other,060816119003,060855113022
low,mid,other,060816119003,060855113022
mid,mid,other,060816119003,060855113022
low,mid,other,060816119003,060855113022
high,mid,other,060816119003,060855113023
mid,high,other,060816119003,060855115002
mid,high,other,060816119003,060855115002
high,mid,goods_prod,060816119003,060855115002
mid,high,other,060816119003,060855115002
mid,high,other,060816119003,060855115002
mid,high,other,060816119003,060855115002
mid,low,other,060816119003,060855115003
mid,high,other,060816119003,060855115003
low,high,other,060816119003,060855115004
mid,high,other,060816119003,060855116081
mid,high,other,060816119003,060855116081
mid,high,other,060816119003,060855116081
high,mid,other,060816119003,060855116081
mid,mid,other,060816119003,060855116081
mid,high,other,060816119003,060855116081
mid,high,other,060816119003,060855116081
mid,high,other,060816119003,060855116081
mid,mid,other,060816119003,060855116081
mid,mid,other,060816119003,060855116091
low,mid,other,060816119003,060855116091
mid,high,other,060816119003,060855116091
low,high,other,060816119003,060855116091
mid,mid,other,060816119003,060855116091
mid,mid,other,060816119003,060855116091
low,high,other,060816119003,060855116091
mid,high,other,060816119003,060855116091
mid,high,other,060816119003,060855116091
mid,high,other,060816119003,060855116091
mid,mid,other,060816119003,060855116091
low,mid,other,060816119003,060855116091
low,low,other,060816119003,060855116091
mid,high,other,060816119003,060855116091
mid,low,other,060816119003,060855117013
mid,high,other,060816119003,060855117051
mid,high,other,060816119003,060855117051
low,high,other,060816119003,060855117051
mid,high,other,060816119003,060855117051
high,high,other,060816119003,060855117051
mid,high,other,060816119003,060855117051
high,high,other,060816119003,060855117051
low,high,other,060816119003,060855117051
low,high,other,060816119003,060855117051
mid,low,other,060816119003,060855117051
high,high,other,060816119003,060855117051
mid,high,other,060816119003,060855117051
mid,high,other,060816119003,060855117051
mid,high,other,060816119003,060855117051
mid,high,other,060816119003,060855117051
low,high,other,060816119003,060855117051
low,low,other,060816119003,060855117051
mid,low,other,060816119003,060855117051
mid,high,other,060816119003,060855117051
high,high,other,060816119003,060855117051
high,high,other,060816119003,060855117051
mid,high,other,060816119003,060855117051
high,mid,other,060816119003,060855130001
high,mid,other,060816119003,060855130001
low,mid,other,060816119004,060014403322
low,high,goods_prod,060816119004,060014415031
mid,low,trade_trans_util,060816119004,060014415031
mid,high,trade_trans_util,060816119004,060014415031
low,high,other,060816119004,060014415031
low,high,goods_prod,060816119004,060014415031
mid,high,goods_prod,060816119004,060014415031
mid,low,other,060816119004,060014415031
mid,high,goods_prod,060816119004,060014415031
low,low,trade_trans_util,060816119004,060014415031
mid,high,trade_trans_util,060816119004,060014415031
low,high,goods_prod,060816119004,060014415031
high,mid,trade_trans_util,060816119004,060014443022
high,mid,other,060816119004,060816080011
mid,mid,other,060816119004,060816083001
mid,high,other,060816119004,060816089002
mid,mid,other,060816119004,060816089002
mid,high,goods_prod,060816119004,060816091001
mid,high,goods_prod,060816119004,060816091002
high,high,trade_trans_util,060816119004,060816091002
low,high,other,060816119004,060816091002
low,high,other,060816119004,060816091002
low,mid,other,060816119004,060816092022
low,high,other,060816119004,060816100001
low,high,other,060816119004,060816100001
mid,high,other,060816119004,060816102011
mid,mid,trade_trans_util,060816119004,060816102021
low,high,trade_trans_util,060816119004,060816102021
mid,high,other,060816119004,060816102021
mid,mid,other,060816119004,060816102021
mid,mid,other,060816119004,060816102021
low,mid,other,060816119004,060816102021
mid,mid,other,060816119004,060816102021
mid,high,trade_trans_util,060816119004,060816102021
low,high,trade_trans_util,060816119004,060816102021
low,high,other,060816119004,060816102021
mid,high,other,060816119004,060816102021
mid,low,trade_trans_util,060816119004,060816103021
mid,low,trade_trans_util,060816119004,060816103021
mid,low,other,060816119004,060816103021
mid,high,other,060816119004,060816103033
mid,low,other,060816119004,060816104001
mid,low,other,060816119004,060816104001
mid,high,goods_prod,060816119004,060816105001
mid,mid,other,060816119004,060816105004
low,mid,other,060816119004,060816106023
low,mid,trade_trans_util,060816119004,060816107001
high,high,other,060816119004,060816113002
mid,mid,other,060816119004,060816115003
high,low,goods_prod,060816119004,060816117001
high,low,goods_prod,060816119004,060816117001
mid,low,other,060816119004,060816117002
low,low,other,060816119004,060816117003
low,high,other,060816119004,060816117004
mid,low,other,060816119004,060816117004
mid,high,other,060816119004,060816117004
low,mid,other,060816119004,060816117004
low,high,other,060816119004,060816117004
low,high,other,060816119004,060816117004
low,high,other,060816119004,060816117004
low,high,other,060816119004,060816117004
low,high,other,060816119004,060816117004
low,high,other,060816119004,060816118001
low,mid,other,060816119004,060816118001
low,mid,other,060816119004,060816118001
low,mid,other,060816119004,060816118001
mid,mid,other,060816119004,060816118002
mid,mid,other,060816119004,060816118002
mid,mid,other,060816119004,060816119001
mid,mid,other,060816119004,060816119004
mid,mid,other,060816119004,060816119005
mid,high,trade_trans_util,060816119004,060816119005
low,mid,trade_trans_util,060816119004,060816119005
low,high,trade_trans_util,060816119004,060816119005
low,mid,other,060816119004,060816119005
high,high,other,060816119004,060816119006
low,high,other,060816119004,060816119006
high,high,other,060816119004,060816119006
low,mid,trade_trans_util,060816119004,060816120001
high,mid,trade_trans_util,060816119004,060816120002
mid,mid,trade_trans_util,060816119004,060816121003
mid,mid,trade_trans_util,060816119004,060816121003
low,mid,trade_trans_util,060816119004,060816121005
mid,mid,trade_trans_util,060816119004,060816121005
low,mid,trade_trans_util,060816119004,060816121005
mid,high,other,060816119004,060816125002
mid,mid,other,060816119004,060816126002
mid,mid,other,060816119004,060816126002
mid,high,trade_trans_util,060816119004,060816126003
low,mid,trade_trans_util,060816119004,060816126003
low,high,other,060816119004,060816126003
low,mid,other,060816119004,060816127001
mid,high,other,060816119004,060816130002
mid,high,other,060816119004,060816130002
mid,high,other,060816119004,060816132002
mid,high,other,060816119004,060816132002
high,mid,other,060816119004,060816132004
mid,high,other,060816119004,060816132004
high,mid,other,060816119004,060816133001
mid,high,other,060816119004,060816134001
mid,high,other,060816119004,060816139002
high,mid,other,060816119004,060816139004
mid,high,other,060816119004,060816139004
low,mid,other,060816119004,060855046011
low,high,other,060816119004,060855046011
high,high,goods_prod,060816119004,060855046011
high,high,other,060816119004,060855046011
low,high,goods_prod,060816119004,060855046011
mid,mid,other,060816119004,060855046011
high,high,other,060816119004,060855046011
mid,high,other,060816119004,060855046021
low,high,other,060816119004,060855046021
high,high,other,060816119004,060855047001
high,high,other,060816119004,060855047001
mid,low,trade_trans_util,060816119004,060855048021
low,mid,other,060816119004,060855084014
mid,high,goods_prod,060816119004,060855087042
high,high,other,060816119004,060855091021
high,high,other,060816119004,060855091021
mid,mid,trade_trans_util,060816119004,060855091054
mid,mid,other,060816119004,060855091084
high,mid,other,060816119004,060855091084
mid,mid,other,060816119004,060855091084
mid,low,other,060816119004,060855091092
low,mid,other,060816119004,060855092011
low,mid,goods_prod,060816119004,060855092021
low,high,other,060816119004,060855093021
low,mid,other,060816119004,060855093041
low,high,other,060816119004,060855093041
mid,high,other,060816119004,060855093041
low,mid,goods_prod,060816119004,060855094032
low,mid,other,060816119004,060855094032
mid,low,other,060816119004,060855094044
mid,high,trade_trans_util,060816119004,060855096001
mid,high,other,060816119004,060855099011
mid,low,other,060816119004,060855099011
low,low,other,060816119004,060855100011
low,low,other,060816119004,060855100012
mid,high,other,060816119004,060855100023
high,mid,other,060816119004,060855102001
mid,high,goods_prod,060816119004,060855103002
mid,high,other,060816119004,060855103002
low,mid,other,060816119004,060855103003
low,mid,other,060816119004,060855105002
mid,high,other,060816119004,060855106001
mid,low,other,060816119004,060855106003
high,mid,other,060816119004,060855106004
high,high,goods_prod,060816119004,060855107001
low,high,goods_prod,060816119004,060855108013
mid,high,other,060816119004,060855112003
high,high,other,060816119004,060855113011
high,high,other,060816119004,060855113011
high,low,other,060816119004,060855113021
high,mid,other,060816119004,060855113021
mid,low,other,060816119004,060855113022
mid,mid,other,060816119004,060855113022
mid,low,other,060816119004,060855113022
mid,mid,other,060816119004,060855113022
mid,high,other,060816119004,060855113022
mid,mid,other,060816119004,060855113022
mid,high,other,060816119004,060855113022
low,high,other,060816119004,060855114004
mid,high,other,060816119004,060855115001
low,high,other,060816119004,060855115002
high,low,goods_prod,060816119004,060855115002
mid,low,other,060816119004,060855115002
low,high,goods_prod,060816119004,060855115002
mid,low,goods_prod,060816119004,060855115002
mid,low,other,060816119004,060855115002
mid,high,trade_trans_util,060816119004,060855115003
high,high,other,060816119004,060855116081
mid,high,other,060816119004,060855116081
low,high,other,060816119004,060855116081
mid,mid,other,060816119004,060855116081
mid,high,other,060816119004,060855116081
high,high,other,060816119004,060855116081
mid,high,other,060816119004,060855116081
high,high,other,060816119004,060855116081
mid,high,other,060816119004,060855116081
low,high,other,060816119004,060855116081
mid,high,trade_trans_util,060816119004,060855116091
mid,mid,trade_trans_util,060816119004,060855116091
high,mid,trade_trans_util,060816119004,060855116091
mid,high,other,060816119004,060855116091
mid,high,trade_trans_util,060816119004,060855116091
high,mid,other,060816119004,060855116091
mid,high,other,060816119004,060855116091
low,mid,trade_trans_util,060816119004,060855116091
low,low,trade_trans_util,060816119004,060855116091
mid,mid,other,060816119004,060855116091
low,mid,other,060816119004,060855117051
mid,mid,other,060816119004,060855117051
mid,high,other,060816119004,060855117051
mid,low,other,060816119004,060855117051
mid,high,other,060816119004,060855117051
mid,high,other,060816119004,060855117051
mid,low,other,060816119004,060855117051
mid,low,other,060816119004,060855117051
high,high,other,060816119004,060855117051
mid,low,other,060816119004,060855117051
mid,high,other,060816119004,060855117051
high,high,other,060816119004,060855117051
mid,mid,other,060816119004,060855117051
high,low,other,060816119004,060855117051
mid,low,other,060816119004,060855117051
mid,high,other,060816119004,060855117051
high,high,other,060816119004,060855117051
mid,mid,other,060816119004,060855130001
mid,high,other,060816119004,060855130001
mid,mid,other,060816119004,060855130001
high,mid,other,060816119004,060855130001
mid,mid,other,060816119004,060855130001
mid,mid,other,060816119005,060014403051
mid,high,other,060816119005,060014415031
mid,high,other,060816119005,060014415031
mid,high,other,060816119005,060014415031
mid,high,other,060816119005,060014415031
mid,high,goods_prod,060816119005,060014415031
high,high,trade_trans_util,060816119005,060014415031
low,mid,goods_prod,060816119005,060014415031
low,high,other,060816119005,060014415031
mid,high,other,060816119005,060014415031
mid,low,trade_trans_util,060816119005,060014415031
high,mid,goods_prod,060816119005,060014415031
mid,mid,goods_prod,060816119005,060014415031
mid,high,other,060816119005,060014415031
mid,low,goods_prod,060816119005,060014415031
low,low,goods_prod,060816119005,060014415031
mid,low,other,060816119005,060014415031
mid,high,trade_trans_util,060816119005,060014415031
mid,high,other,060816119005,060014415031
low,mid,other,060816119005,060014415031
mid,low,trade_trans_util,060816119005,060014415031
mid,high,goods_prod,060816119005,060014415031
mid,high,goods_prod,060816119005,060014415031
low,high,other,060816119005,060014415211
mid,low,goods_prod,060816119005,060014417002
low,mid,trade_trans_util,060816119005,060014441001
mid,high,other,060816119005,060014441003
mid,high,goods_prod,060816119005,060014443012
low,mid,trade_trans_util,060816119005,060014443021
high,mid,trade_trans_util,060816119005,060014446021
high,mid,trade_trans_util,060816119005,060816080231
mid,high,other,060816119005,060816086002
low,high,goods_prod,060816119005,060816086003
low,low,other,060816119005,060816086003
low,low,other,060816119005,060816087002
mid,high,other,060816119005,060816087003
mid,high,goods_prod,060816119005,060816091001
high,high,trade_trans_util,060816119005,060816091002
low,mid,trade_trans_util,060816119005,060816091002
low,high,other,060816119005,060816091002
mid,low,trade_trans_util,060816119005,060816091002
mid,high,other,060816119005,060816091002
mid,high,trade_trans_util,060816119005,060816091002
high,high,goods_prod,060816119005,060816091002
high,mid,other,060816119005,060816091002
low,high,goods_prod,060816119005,060816091002
mid,mid,other,060816119005,060816091002
high,high,goods_prod,060816119005,060816091002
mid,high,trade_trans_util,060816119005,060816091002
mid,mid,other,060816119005,060816092012
high,low,other,060816119005,060816092021
high,mid,other,060816119005,060816092021
mid,mid,other,060816119005,060816092022
mid,mid,other,060816119005,060816092022
low,high,other,060816119005,060816092022
low,high,other,060816119005,060816092022
low,high,other,060816119005,060816094001
mid,high,other,060816119005,060816095002
high,mid,other,060816119005,060816096011
mid,mid,other,060816119005,060816096033
mid,high,goods_prod,060816119005,060816097001
low,mid,other,060816119005,060816099002
mid,mid,other,060816119005,060816099002
low,high,other,060816119005,060816099002
mid,high,goods_prod,060816119005,060816102011
mid,mid,goods_prod,060816119005,060816102011
mid,high,other,060816119005,060816102011
mid,high,other,060816119005,060816102011
mid,high,other,060816119005,060816102011
mid,high,goods_prod,060816119005,060816102011
mid,high,other,060816119005,060816102011
mid,high,trade_trans_util,060816119005,060816102012
mid,high,other,060816119005,060816102014
mid,high,other,060816119005,060816102014
mid,high,other,060816119005,060816102014
mid,high,other,060816119005,060816102021
mid,high,other,060816119005,060816102021
mid,high,trade_trans_util,060816119005,060816102021
mid,high,other,060816119005,060816102021
mid,high,other,060816119005,060816102021
low,low,other,060816119005,060816102021
mid,high,other,060816119005,060816102021
mid,high,trade_trans_util,060816119005,060816102021
mid,high,other,060816119005,060816102021
mid,high,other,060816119005,060816102021
mid,high,other,060816119005,060816102021
mid,high,other,060816119005,060816102021
mid,high,other,060816119005,060816102021
mid,high,other,060816119005,060816102021
high,low,trade_trans_util,060816119005,060816102021
mid,low,other,060816119005,060816102021
high,mid,other,060816119005,060816102021
mid,high,other,060816119005,060816102021
mid,high,other,060816119005,060816102021
low,high,other,060816119005,060816102021
mid,low,other,060816119005,060816102021
mid,high,other,060816119005,060816102021
low,high,trade_trans_util,060816119005,060816102021
high,high,other,060816119005,060816102031
low,low,other,060816119005,060816102032
mid,high,other,060816119005,060816103021
high,high,other,060816119005,060816103021
low,high,other,060816119005,060816103021
low,high,other,060816119005,060816103021
low,high,other,060816119005,060816103021
low,high,other,060816119005,060816103021
low,high,other,060816119005,060816103021
low,high,other,060816119005,060816103021
low,high,other,060816119005,060816103021
low,high,other,060816119005,060816103021
mid,high,other,060816119005,060816103021
low,high,other,060816119005,060816103021
mid,high,other,060816119005,060816103021
low,low,other,060816119005,060816103031
mid,mid,other,060816119005,060816103042
mid,mid,other,060816119005,060816103042
mid,high,other,060816119005,060816103042
mid,high,other,060816119005,060816103042
mid,low,other,060816119005,060816103042
mid,mid,other,060816119005,060816103043
low,high,other,060816119005,060816103043
low,high,other,060816119005,060816103043
low,high,other,060816119005,060816103043
mid,high,other,060816119005,060816104001
low,mid,goods_prod,060816119005,060816105001
low,high,trade_trans_util,060816119005,060816105001
low,mid,goods_prod,060816119005,060816105001
